"doc_id","countryname","partyname","partyabbrev","party","parfam","rile","date","year","token_count","pop_anti_elitism","pop_people_centrism","pop_manichean","populism_overall","pop_ideology_overall","pop_ideology_left","pop_ideology_right","pop_ideology_centrist","lib_political","lib_social","lib_economic","lib_financial_market","liberalism_overall","pop_ideology_direction","pop_anti_elitism_sonnet","pop_people_centrism_sonnet","pop_manichean_sonnet","populism_overall_sonnet","pop_ideology_overall_sonnet","pop_ideology_left_sonnet","pop_ideology_right_sonnet","pop_ideology_centrist_sonnet","lib_political_sonnet","lib_social_sonnet","lib_economic_sonnet","lib_financial_market_sonnet","liberalism_overall_sonnet","pop_anti_elitism_gpt41mini","pop_people_centrism_gpt41mini","pop_manichean_gpt41mini","populism_overall_gpt41mini","pop_ideology_overall_gpt41mini","pop_ideology_left_gpt41mini","pop_ideology_right_gpt41mini","pop_ideology_centrist_gpt41mini","lib_political_gpt41mini","lib_social_gpt41mini","lib_economic_gpt41mini","lib_financial_market_gpt41mini","liberalism_overall_gpt41mini","pop_anti_elitism_gemini","pop_people_centrism_gemini","pop_manichean_gemini","populism_overall_gemini","pop_ideology_overall_gemini","pop_ideology_left_gemini","pop_ideology_right_gemini","pop_ideology_centrist_gemini","lib_political_gemini","lib_social_gemini","lib_economic_gemini","lib_financial_market_gemini","liberalism_overall_gemini"
"33914_201911","Spain","More Commitment","",33914,90,-23.06,2019-11-01,2019,33861.75,3.853,4.959,3.149,3.793,5.365,6.7,1,3.89,7.47,8.407,4.833,3.417,6.41,-0.491803278688525,3.56,4.177,2.78,2.979,4.795,6.199,1,1.78,7.015,7.869,4.5,3,5.817,3,5.5,3,4,5.5,7.5,2,6,7.795,8.602,7,5,7.614,5,5.2,3.667,4.4,5.8,6.4,0,,7.6,8.75,3,2.25,5.8
"33914_202307","Spain","More Commitment","",33914,90,-21.429,2023-07-01,2023,3794.25,5.333,5.667,3.5,4.333,6,7.333,1.5,4,8,9.333,4,3,6,-0.454531286526923,5,6,3,4,6,7,1,2,7,9,3,2,5,6,5,4,5,6,8,2,6,9,10,7,6,8,5,6,,4,6,7,,,8,9,2,1,5
"33915_201911","Spain","Popular Unity Candidacy","CUP",33915,90,-8.929,2019-11-01,2019,2343,9.333,8,8.667,8.667,8,9.333,0.667,2,2.667,8,1.333,0.667,3,-0.722166666666667,10,9,10,10,10,10,0,1,2,8,1,1,3,9,7,8,8,5,9,2,3,3,8,2,1,3,9,8,8,8,9,9,0,,3,8,1,0,3
"33916_201911","Spain","Teruel exists","",33916,90,-1.818,2019-11-01,2019,792,6.333,6,4,5.333,5,5.5,2,6,6.667,5.5,5.667,3,5.667,-0.259259259259259,6,7,4,5,4,4,2,6,6,5,5,,5,7,6,,6,6,7,,6,7,6,7,3,6,6,5,4,5,5,,,6,7,,5,,6
"11110_198809","Sweden","Green Ecology Party","MP",11110,10,-18.4,1988-09-01,1988,554.25,7,6,5.333,6,5.333,6.333,1.5,4,6,8,5,2.667,6,-0.408434040395504,7,6,5,6,6,7,1,3,5,8,,3,,7,6,6,6,5,7,2,5,6,7,6,3,6,7,6,5,6,5,5,,4,7,9,4,2,6
"11110_199109","Sweden","Green Ecology Party","MP",11110,10,-12.644,1991-09-01,1991,1083.75,6.667,5.667,5,5.667,5.333,6.667,1.5,3.5,6.667,7.333,4,3,6,-0.442873060769692,6,5,4,5,5,6,1,2,6,6,4,3,5,7,6,6,6,6,8,2,5,7,8,6,,7,7,6,5,6,5,6,,,7,8,2,,6
"11110_199409","Sweden","Green Ecology Party","MP",11110,10,-6.25,1994-09-01,1994,1076.25,5,4.667,4,4,5.333,6.667,1.5,4,6.333,7,4.333,2.667,5,-0.42467329662201,5,4,3,4,6,7,1,2,6,6,3,2,4,6,5,5,5,5,7,2,6,6,7,7,4,6,4,5,,3,5,6,,,7,8,3,2,5
"11110_199809","Sweden","Green Ecology Party","MP",11110,10,-36.111,1998-09-01,1998,487.5,6.667,6,5.333,6,6,7.333,2,4.5,7,8.333,4,2.5,6,-0.385527362105111,7,5,6,6,6,7,1,2,6,8,3,3,5,7,8,6,7,6,8,3,7,8,9,6,,8,6,5,4,5,6,7,,,7,8,3,2,5
"11110_200209","Sweden","Green Ecology Party","MP",11110,10,-26.087,2002-09-01,2002,1110,5.667,5.333,5,5,5,6,1.5,6.5,7.333,8.667,6,2,6.333,-0.321428571428571,6,5,4,5,5,6,1,5,6,8,5,2,5,7,8,6,7,6,7,2,8,8,9,7,,8,4,3,,3,4,5,,,8,9,,2,6
"11110_200609","Sweden","Green Ecology Party","MP",11110,10,-11.616,2006-09-01,2006,1248.75,2,3,1,2,3.667,7,1,3,7.667,9,5.5,4.333,6.667,-0.545454545454545,2,3,1,2,4,6,1,2,7,9,,3,6,2,3,,2,5,8,,4,8,9,7,5,7,,3,,2,2,,,3,8,9,4,5,7
"11110_201009","Sweden","Green Ecology Party","MP",11110,10,-9.16,2010-09-01,2010,1620,2.5,4,1.5,2.5,4.5,6.5,1,3.5,8,9,7,4,7,-0.5,2,4,1,2,4,6,1,2,7,9,,5,7,3,4,2,3,5,7,1,5,9,9,8,3,7,,,,,,,,,8,9,6,4,7
"11110_201409","Sweden","Green Ecology Party","MP",11110,10,-26.157,2014-09-01,2014,4733.25,3.667,4,3.5,3.333,4.667,6.333,1.5,4.5,7.667,9,7,4,6.667,-0.391875456093408,3,4,2,3,5,7,1,2,7,9,,3,6,6,7,5,6,7,8,2,7,8,9,7,6,8,2,1,,1,2,4,,,8,9,,3,6
"11110_201809","Sweden","Green Ecology Party","MP",11110,10,-15.966,2018-09-01,2018,5430,1.5,3,2,2.5,4.5,7,2,3,8.667,9.333,6,4.667,7,-0.416666666666667,1,3,1,2,4,6,,1,8,9,,4,7,2,3,3,3,5,8,2,5,9,10,8,7,8,,,,,,,,,9,9,4,3,6
"11110_202209","Sweden","Green Ecology Party","MP",11110,10,-5.376,2022-09-01,2022,2675.25,5,7,4.5,5,6.5,7.5,1.5,4.5,8.667,9.333,5.5,3,7.333,-0.444444444444444,3,6,3,3,6,7,1,2,8,9,,3,6,7,8,6,7,7,8,2,7,9,9,8,,9,,,,,,,,,9,10,3,,7
"11220_196009","Sweden","Communist Party of Sweden","SKP",11220,20,-40.5,1960-09-01,1960,657.75,8.333,8.667,7.333,8.333,8.333,9,,3,7,6.333,2.667,2,4,,9,9,8,9,9,9,,,,5,2,2,3,8,9,7,8,7,9,,3,7,6,5,3,5,8,8,7,8,9,9,,,7,8,1,1,4
"11220_196409","Sweden","Communist Party of Sweden","SKP",11220,20,-50,1964-09-01,1964,489,8.667,8,7.667,8,8.667,9,,7,6.333,6.5,2.333,1.667,4,,9,8,8,8,9,9,,,5,6,2,1,4,9,8,8,8,8,9,,7,7,7,4,3,5,8,8,7,8,9,9,,,7,,1,1,3
"11220_196809","Sweden","Left Communists Party","VPK",11220,20,-46.9,1968-09-01,1968,464.25,8.333,7.333,7,7.333,8.333,9,0,4,2.667,6.667,1.333,1,2.667,-0.692307692307692,9,8,8,8,9,9,0,1,2,6,1,1,2,9,8,8,8,7,9,,7,3,6,2,1,3,7,6,5,6,9,9,,,3,8,1,1,3
"11220_197009","Sweden","Left Communists Party","VPK",11220,20,-40.9,1970-09-01,1970,282,8.667,7.667,7.333,7.667,8.333,9,,,3,3,1.333,1.5,2,,9,8,8,8,9,9,,,3,4,2,2,3,9,8,7,8,7,9,,,3,2,1,,2,8,7,7,7,9,9,,,,,1,1,1
"11220_197309","Sweden","Left Communists Party","VPK",11220,20,-43,1973-09-01,1973,519.75,8,7,6.333,7,8.333,9.333,0.5,1.5,4.5,5.333,1,0.667,3,-0.779405276625783,8,7,6,7,9,10,0,1,,6,1,1,3,9,8,8,8,7,9,1,2,3,2,1,0,2,7,6,5,6,9,9,,,6,8,1,1,4
"11220_197609","Sweden","Left Communists Party","VPK",11220,20,-38.3,1976-09-01,1976,1069.5,8.333,7.333,7,7.333,8.333,9.333,0,1.5,6.333,8,1.333,1,4,-0.86153420105234,9,8,8,8,10,10,0,1,4,7,1,1,3,9,8,8,8,7,9,,2,7,8,2,1,4,7,6,5,6,8,9,,,8,9,1,1,5
"11220_197909","Sweden","Left Communists Party","VPK",11220,20,-47.3,1979-09-01,1979,1330.5,8.667,8.333,7.667,8.333,8.333,9.333,1,1,4,5.333,0.667,0,2.667,-0.73528633195094,9,9,8,9,9,10,0,1,3,6,1,0,3,9,8,8,8,7,9,2,,3,2,1,0,2,8,8,7,8,9,9,,,6,8,0,0,3
"11220_198209","Sweden","Left Communists Party","VPK",11220,20,-39.7,1982-09-01,1982,1066.5,8.667,7.667,8,8,8.333,9.333,0,1.5,4.333,5.333,1.333,1,3,-0.86153420105234,9,8,8,8,9,10,0,1,3,6,1,1,3,9,8,8,8,7,9,,2,3,2,2,1,2,8,7,8,8,9,9,,,7,8,1,1,4
"11220_198509","Sweden","Left Communists Party","VPK",11220,20,-36.7,1985-09-01,1985,2281.5,8.667,8,7.667,8,8.667,9.333,3,3,4.667,5.333,1,0,3,-0.413030718059088,9,9,8,9,10,10,0,1,4,6,1,0,3,9,8,8,8,7,9,6,5,3,2,1,0,2,8,7,7,7,9,9,,,7,8,1,0,4
"11220_198809","Sweden","Left Communists Party","VPK",11220,20,-37.4,1988-09-01,1988,2035.5,8.667,7.667,7.333,7.667,8.667,9.333,1,2,5.667,7.333,1.667,0.333,4,-0.675666909916484,9,8,8,8,10,10,0,1,4,6,1,0,3,9,8,8,8,7,9,2,3,7,8,3,1,5,8,7,6,7,9,9,,,6,8,1,0,4
"11220_199109","Sweden","Left Party","V",11220,20,-42.754,1991-09-01,1991,900,8.667,7.667,7.333,7.667,8,9,1.5,2.5,7,8.333,2.333,1.667,5,-0.576923076923077,9,8,8,8,9,9,1,2,6,8,3,2,5,9,8,8,8,7,9,2,3,7,8,3,2,5,8,7,6,7,8,9,,,8,9,1,1,5
"11220_199409","Sweden","Left Party","V",11220,20,-27.273,1994-09-01,1994,1591.5,8.333,7.667,7.333,7.667,7.667,9,1,2.5,4.333,7.667,2,1.333,4,-0.64,9,9,8,9,9,9,1,2,3,7,2,1,3,9,8,8,8,6,9,2,3,3,8,2,2,4,7,6,6,6,8,9,0,,7,8,2,1,5
"11220_199809","Sweden","Left Party","V",11220,20,-35.952,1998-09-01,1998,3436.5,8,7,6.333,7,8,9,1,2,7,7.333,2.333,2.333,5.5,-0.666666666666667,9,8,8,8,9,10,0,1,,6,2,2,,9,8,7,8,7,9,2,3,7,8,3,4,6,6,5,4,5,8,8,,,7,8,2,1,5
"11220_200209","Sweden","Left Party","V",11220,20,-33.661,2002-09-01,2002,4261.5,7.667,6.667,6,6.667,8,9.333,1,2,6.667,8.333,1.667,2,4.667,-0.675666909916484,8,7,6,7,9,10,0,1,4,7,1,1,3,9,8,8,8,7,9,2,3,8,9,3,4,6,6,5,4,5,8,9,,,8,9,1,1,5
"11220_200609","Sweden","Left Party","V",11220,20,-35.99,2006-09-01,2006,2486.25,7.667,7,6,6.667,7.333,9,1,2,6.667,8.333,1.667,1,4.667,-0.666666666666667,7,7,6,6,8,9,1,1,4,7,1,1,3,9,8,7,8,6,9,2,3,8,9,3,,6,7,6,5,6,8,9,0,,8,9,1,1,5
"11220_201009","Sweden","Left Party","V",11220,20,-12.205,2010-09-01,2010,1883.25,6,6.667,5.333,6,7.333,8.333,1,3.5,7.333,8.667,3.667,3,6.333,-0.571417439414011,7,7,6,7,7,8,1,2,6,8,3,3,5,8,9,8,8,7,9,2,5,8,9,6,,8,3,4,2,3,8,8,0,,8,9,2,,6
"11220_201409","Sweden","Left Party","V",11220,20,-33.889,2014-09-01,2014,3795.75,6.667,5.667,5.667,6,8,8.667,1.5,2,7.333,8.667,2.333,2,5.667,-0.589052354730007,8,7,6,7,9,9,1,1,6,8,2,2,5,8,7,7,7,7,9,2,3,8,9,3,2,6,4,3,4,4,8,8,,,8,9,2,,6
"11220_201809","Sweden","Left Party","V",11220,20,-40.701,2018-09-01,2018,6684,8.667,7.667,7.667,8,8.333,9,1,2.5,7.333,9,2.333,1.333,5.333,-0.64,9,8,7,8,9,9,1,2,6,9,2,1,5,9,8,8,8,7,9,2,3,8,9,3,2,6,8,7,8,8,9,9,0,,8,9,2,1,5
"11220_202209","Sweden","Left Party","V",11220,20,-36.674,2022-09-01,2022,5867.25,8.667,7.667,7,7.667,8.333,9.333,0.667,2,6.667,8,1.667,1.333,5,-0.722166666666667,9,8,7,8,9,10,0,1,5,7,1,1,,9,8,8,8,7,9,2,3,7,8,3,2,5,8,7,6,7,9,9,0,2,8,9,1,1,5
"11320_196009","Sweden","Social Democratic Labour Party","SAP",11320,30,-61.4,1960-09-01,1960,196.5,4,5,5,5,5,6,1,2,5,5.5,3.333,,4.333,-0.555555555555556,4,5,5,5,5,6,1,2,6,,4,,5,,,,,,,,,4,3,3,,3,,,,,,,,,,8,3,,5
"11320_196409","Sweden","Social Democratic Labour Party","SAP",11320,30,-33.6,1964-09-01,1964,706.5,2.5,3.5,2,2.5,5.5,7,,5,6.667,7.333,4.667,3,6,,3,4,3,3,6,7,,,5,6,4,,5,2,3,1,2,5,7,,5,8,8,7,,8,,,,,,,,,7,8,3,3,5
"11320_196809","Sweden","Social Democratic Labour Party","SAP",11320,30,-42.9,1968-09-01,1968,380.25,6,7,5,6,6,7.5,0,4.5,7,7.333,4,,6,-0.625,5,6,4,5,6,7,0,2,6,6,3,,5,7,8,6,7,6,8,,7,7,8,7,,7,,,,,,,,,8,8,2,,6
"11320_197009","Sweden","Social Democratic Labour Party","SAP",11320,30,-41.2,1970-09-01,1970,1236,5.667,6.333,5.5,5,6.667,7.667,1.5,4,7.333,8,4,3,6,-0.468367889420521,6,6,5,5,7,8,1,2,6,7,3,3,5,7,8,6,7,7,8,2,6,8,9,7,3,7,4,5,,3,6,7,,,8,8,2,,6
"11320_197309","Sweden","Social Democratic Labour Party","SAP",11320,30,-7.7,1973-09-01,1973,210.75,3,6,3,3.5,5.5,6.5,1,3.5,7,7.667,3.333,,5.667,-0.5,3,6,3,3,5,6,1,2,6,7,3,,5,3,6,,4,6,7,,5,7,8,4,,6,,,,,,,,,8,8,3,,6
"11320_197609","Sweden","Social Democratic Labour Party","SAP",11320,30,-11.5,1976-09-01,1976,347.25,6.5,5.5,4.5,5.5,6.5,7.5,,5,6,6,3,2.5,4,,6,5,4,5,6,7,,,5,6,3,3,4,7,6,5,6,7,8,,5,7,6,4,,6,,,,,,,,,,,2,2,2
"11320_197909","Sweden","Social Democratic Labour Party","SAP",11320,30,-15.3,1979-09-01,1979,873,6.5,6,6.5,6,6.5,7.5,1,4.5,6.667,7.667,4.5,3,6.5,-0.5,6,6,7,6,6,7,1,2,6,7,,3,,7,6,6,6,7,8,,7,7,8,6,,7,,,,,,,,,7,8,3,,6
"11320_198209","Sweden","Social Democratic Labour Party","SAP",11320,30,-18.5,1982-09-01,1982,929.25,5,5,4.333,4.667,6.333,8,1,4,7.333,7.667,4.333,2.5,5.667,-0.538461538461538,6,6,5,5,7,8,1,2,6,7,3,3,5,7,6,7,7,7,8,,6,8,8,7,,7,2,3,1,2,5,8,,,8,8,3,2,5
"11320_198509","Sweden","Social Democratic Labour Party","SAP",11320,30,-21.1,1985-09-01,1985,819,3.5,4.667,5,3.667,5.5,6.5,1,4,7.333,7.667,6,,7,-0.478260869565217,4,5,5,4,5,6,1,2,6,7,5,,6,3,6,5,5,6,7,,6,8,8,7,,8,,3,,2,,,,,8,8,6,,7
"11320_198809","Sweden","Social Democratic Labour Party","SAP",11320,30,-23.9,1988-09-01,1988,621,2,3.5,1,2,4.5,6.5,0,2.5,7,8,6,4.5,6.667,-0.722222222222222,2,4,1,2,4,6,0,1,6,8,,4,6,2,3,,2,5,7,,4,8,8,6,5,7,,,,,,,,,7,8,,,7
"11320_199109","Sweden","Social Democratic Labour Party","SAP",11320,30,-6.154,1991-09-01,1991,1276.5,2.5,3.5,1.5,2.5,5,6.5,1,4,8.333,8.333,5.667,5.333,7,-0.478260869565217,3,4,2,3,5,6,1,2,8,8,5,5,7,2,3,1,2,5,7,1,6,8,8,7,6,7,,,,,,,,,9,9,5,5,7
"11320_199409","Sweden","Social Democratic Labour Party","SAP",11320,30,23.786,1994-09-01,1994,1904.25,4.5,6,4,4.5,5,6.5,1.5,4.5,7.333,7.667,7,5,6.667,-0.4,3,5,3,3,4,6,1,2,7,7,,4,6,6,7,5,6,6,7,2,7,7,8,7,6,7,,,,,,,,,8,8,,,7
"11320_199809","Sweden","Social Democratic Labour Party","SAP",11320,30,-3.516,1998-09-01,1998,2163,1.5,5,2.5,3,4.5,6.5,,4,7.667,7.667,6.333,5.5,6.667,,1,4,2,2,3,6,,2,7,7,6,5,6,2,6,3,4,6,7,,6,8,8,7,6,7,,,,,,,,,8,8,6,,7
"11320_200209","Sweden","Social Democratic Labour Party","SAP",11320,30,-18.315,2002-09-01,2002,2178.75,2,5.5,1,2.333,3.667,5.333,1,4,7.667,8.667,6,5.5,7.333,-0.419336107616375,1,4,1,2,4,6,1,2,7,8,5,5,6,3,7,,4,5,7,1,6,8,9,7,6,8,2,,,1,2,3,,,8,9,6,,8
"11320_200609","Sweden","Social Democratic Labour Party","SAP",11320,30,-24.173,2006-09-01,2006,2931.75,2.5,6,2,3.5,5.5,6.5,1.5,4,7.667,8.667,5.5,4,7,-0.416666666666667,2,5,2,3,5,6,1,2,7,8,4,4,6,3,7,2,4,6,7,2,6,8,9,7,,8,,,,,,,,,8,9,,,7
"11320_201009","Sweden","Social Democratic Labour Party","SAP",11320,30,-32.27,2010-09-01,2010,1879.5,4.667,5.667,5,5,7,7.667,1.5,4,7.333,8,7,4,7,-0.468367889420521,6,7,6,6,6,7,1,2,6,7,,3,,7,8,7,7,7,8,2,6,8,9,7,6,8,1,2,2,2,8,8,,,8,8,,3,6
"11320_201409","Sweden","Social Democratic Labour Party","SAP",11320,30,-52.495,2014-09-01,2014,4863,3,5,3.5,3.333,4.667,6.333,1.5,4,7.667,8,7,4,6,-0.408434040395504,4,5,3,3,5,6,1,2,7,7,,4,5,3,7,4,5,5,7,2,6,8,8,7,5,7,2,3,,2,4,6,,,8,9,,3,6
"11320_201809","Sweden","Social Democratic Labour Party","SAP",11320,30,-20,2018-09-01,2018,3363.75,3,6,4,4,5,6.667,1,3.333,7.667,8.333,4.667,3,7,-0.515181818181818,5,7,5,5,6,7,1,2,7,8,4,3,6,3,7,5,5,6,8,2,6,8,9,6,,8,1,4,2,2,3,5,0,2,8,8,4,,7
"11320_202209","Sweden","Social Democratic Labour Party","SAP",11320,30,-5.114,2022-09-01,2022,3415.5,3,5,4,3.667,4.667,6,3.5,4,7.667,7.667,6,6,6.667,-0.185185185185185,5,6,4,5,6,7,2,2,7,7,5,6,6,3,7,4,5,6,7,5,6,8,8,7,6,7,1,2,,1,2,4,,,8,8,,,7
"11420_196009","Sweden","People’s Party","FP",11420,40,8.6,1960-09-01,1960,258.75,2,3,2.5,2.5,3,2.5,2.5,4,7.333,7.333,8.333,7,7.333,0,2,3,2,2,2,1,2,3,7,7,8,7,7,2,3,3,3,4,4,3,5,7,7,8,6,7,,,,,,,,,8,8,9,8,8
"11420_196409","Sweden","People’s Party","FP",11420,40,-48.9,1964-09-01,1964,141,4,5,3,3,3,2,,4,8.667,8.333,8.333,7.5,8.333,,4,5,3,4,3,2,,4,8,8,8,7,8,,,,,,,,,9,8,8,,8,4,,,2,,,,,9,9,9,8,9
"11420_196809","Sweden","People’s Party","FP",11420,40,-59.9,1968-09-01,1968,617.25,3,4,2,2.667,3.333,5,1,5,6.667,6,7,5,7,-0.363636363636364,3,4,2,3,3,4,1,5,6,6,6,5,6,3,4,,3,5,6,,7,7,6,7,,7,3,,,2,2,,,3,7,,8,,8
"11420_197009","Sweden","People’s Party","FP",11420,40,-33.5,1970-09-01,1970,666,2.5,5,2,3,4,5.5,1,4,7.667,8.333,6.667,6,7.333,-0.428571428571429,2,4,2,2,3,4,1,3,8,8,6,6,7,3,6,2,4,5,7,,5,7,8,7,6,7,,,,,,,,,8,9,7,6,8
"11420_197309","Sweden","People’s Party","FP",11420,40,-11.5,1973-09-01,1973,1064.25,3,5,3,3,2.667,2.5,1,4.333,8.667,8.667,7.667,6.667,7.667,-0.191497510532363,3,4,2,3,2,2,1,3,8,8,7,6,7,3,6,4,4,4,3,,7,9,9,8,7,8,3,,,2,2,,,3,9,9,8,7,8
"11420_197609","Sweden","People’s Party","FP",11420,40,-2.1,1976-09-01,1976,807,4.667,4,3,3.333,3.667,5,,5,8.667,8.667,7.667,6,8.333,,5,4,3,4,4,4,,5,8,8,7,6,7,6,4,,4,5,6,,7,9,9,8,,9,3,,,2,2,,,3,9,9,8,,9
"11420_197909","Sweden","People’s Party","FP",11420,40,-15.2,1979-09-01,1979,2991,1.333,3,1.5,1.333,2.5,2.5,0,4.5,8.667,9,7.667,6.667,8,-0.357142857142857,1,3,1,1,1,2,0,2,8,9,7,6,8,2,3,2,2,4,3,,7,9,9,8,7,8,1,,,1,,,,,9,9,8,7,8
"11420_198209","Sweden","People’s Party","FP",11420,40,4.8,1982-09-01,1982,792,5.5,4.667,4,4.333,3.667,2,2,5,8,8,8.667,7.333,8,0,,5,4,4,3,1,,5,8,8,8,7,8,7,6,6,6,5,3,2,7,8,8,9,7,8,4,3,2,3,3,,,3,8,8,9,8,8
"11420_198509","Sweden","People’s Party","FP",11420,40,12.9,1985-09-01,1985,1716.75,3.333,6,2.5,3.333,3,2,2,4.667,8.333,7.667,8.667,7.667,8.333,0,4,5,3,4,3,1,2,4,8,8,9,8,8,3,7,2,4,4,3,,7,8,7,8,7,8,3,,,2,2,,,3,9,8,9,8,9
"11420_198809","Sweden","People’s Party","FP",11420,40,-7.7,1988-09-01,1988,2510.25,1.5,4,1,1.5,1.667,2,1,2.333,8.667,8,9.333,8.667,8.667,-0.187511719482468,2,4,1,2,2,2,1,3,8,8,9,8,8,,,,,2,,,2,9,8,9,9,9,1,,,1,1,,,2,9,8,10,9,9
"11420_199109","Sweden","Liberal People’s Party","FP",11420,40,3.929,1991-09-01,1991,2325.75,2.333,5.5,2.5,2.667,3,2.5,1.5,5,9,9,9,7.667,9,-0.111111111111111,3,4,2,3,2,2,1,3,9,9,9,8,9,2,7,3,4,4,3,2,7,9,9,9,7,9,2,,,1,,,,,9,9,9,8,9
"11420_199409","Sweden","Liberal People’s Party","FP",11420,40,19.271,1994-09-01,1994,2133,2.5,5,2.5,3.5,3,2.5,2,5,8,9,8,6,7.667,-0.0526315789473684,2,3,1,2,2,2,,3,8,9,8,7,8,3,7,4,5,4,3,2,7,8,9,8,3,7,,,,,,,,,8,9,8,8,8
"11420_199809","Sweden","Liberal People’s Party","FP",11420,40,14.286,1998-09-01,1998,698.25,4.5,5.5,3.5,4.5,3.5,2.5,2,5,8,7.333,8.333,7.667,8,-0.0526315789473684,3,4,2,3,2,1,1,3,8,7,8,8,8,6,7,5,6,5,4,3,7,8,7,8,7,8,,,,,,,,,8,8,9,8,8
"11420_200209","Sweden","Liberal People’s Party","FP",11420,40,0.932,2002-09-01,2002,4256.25,2.5,3.5,2,2.333,3,2,1.5,4.5,9,9,8.333,7.667,8.667,-0.0625,,3,2,3,2,1,1,3,9,9,8,8,9,3,4,,3,4,3,2,6,9,9,8,7,8,2,,,1,,,,,9,9,9,8,9
"11420_200609","Sweden","Liberal People’s Party","FP",11420,40,14.545,2006-09-01,2006,5690.25,3.5,3.5,3,2.667,3.5,2.5,3.5,5,8.333,8.333,8.333,7.333,8.333,0.0909090909090909,,3,3,3,3,2,3,4,8,8,8,7,8,3,4,3,3,4,3,4,6,8,8,8,7,8,4,,,2,,,,,9,9,9,8,9
"11420_201009","Sweden","Liberal People’s Party","FP",11420,40,-4.803,2010-09-01,2010,7175.25,1.667,3,2,1.667,2.5,2,2,4.5,9.333,9.333,8.333,7.333,8.333,0,2,3,2,2,1,1,2,2,9,9,8,7,8,2,3,,2,4,3,2,7,9,9,8,7,8,1,,,1,,,,,10,10,9,8,9
"11420_201409","Sweden","Liberal People’s Party","FP",11420,40,-2.523,2014-09-01,2014,3791.25,1,2.5,1.5,1.5,2.5,2,1.5,3,9,8.667,8.333,7.667,8.667,-0.0769230769230769,,3,2,2,2,1,1,2,9,9,8,8,9,1,2,1,1,3,3,2,4,9,8,8,7,8,,,,,,,,,9,9,9,8,9
"11420_201809","Sweden","Liberals","L",11420,40,-1.144,2018-09-01,2018,5377.5,1.667,1.667,2,2,3,2,2.5,4.5,9.333,9.333,8.333,7.667,8.667,0.0555555555555556,2,2,2,2,1,1,1,2,10,10,9,8,9,2,3,3,3,5,3,4,7,9,9,8,7,8,1,0,1,1,,,,,9,9,8,8,9
"11420_202209","Sweden","Liberals","L",11420,40,10.624,2022-09-01,2022,5470.5,3,5,3,3.333,3.333,2,5,4.333,9,9,8,7.5,8.667,0.26471366804906,3,4,2,3,3,1,4,3,9,9,8,8,9,3,7,4,5,5,3,6,7,9,9,8,7,8,3,4,,2,2,,,3,9,9,8,,9
"11520_199109","Sweden","Christian Democratic Community Party","KdS",11520,50,-4.545,1991-09-01,1991,483,,2,,,,,,,7.667,7.5,6.667,6.5,7,,,2,,,,,,,7,,6,6,6,,,,,,,,,8,7,7,,7,,,,,,,,,8,8,7,7,8
"11520_199409","Sweden","Christian Democratic Community Party","KdS",11520,50,13.953,1994-09-01,1994,762.75,3,3,2,2,4,5,2.5,5,7.333,7,6.667,6.5,6.667,-0.2,,2,,1,3,4,2,,7,,6,6,6,3,4,2,3,5,6,3,5,7,7,7,,7,,,,,,,,,8,7,7,7,7
"11520_199809","Sweden","Christian Democrats","Kd",11520,50,4.79,1998-09-01,1998,1725.75,1,2,1,1,1,2,2,1,7.667,7.333,7.667,7.333,7.667,0,1,2,1,1,1,2,2,1,7,7,7,7,7,,,,,,,,,8,7,8,7,8,,,,,,,,,8,8,8,8,8
"11520_200209","Sweden","Christian Democrats","Kd",11520,50,6.325,2002-09-01,2002,3502.5,3,5,3,3,3.5,2,3,4,7.667,7.667,7.333,6,7.667,0.111111111111111,3,4,2,3,3,1,4,2,7,7,7,6,7,3,6,4,4,4,3,2,6,8,8,7,,8,3,,,2,,,,,8,8,8,,8
"11520_200609","Sweden","Christian Democrats","Kd",11520,50,0.806,2006-09-01,2006,864,2.5,3,1,1.5,2,2,3,2,7,6,7.667,7.333,7,0.142857142857143,2,3,1,2,2,2,3,2,6,,7,7,6,,,,,,,,,8,7,8,7,8,3,,,1,,,,,7,5,8,8,7
"11520_201009","Sweden","Christian Democrats","Kd",11520,50,8.142,2010-09-01,2010,4279.5,3,4,2.5,2.667,3,3.5,2,4.333,7.667,7.667,7.667,6.5,7.667,-0.152547543984542,3,4,2,3,3,2,2,4,7,7,7,6,7,3,4,3,3,4,5,2,6,8,8,8,7,8,3,,,2,2,,,3,8,8,8,,8
"11520_201409","Sweden","Christian Democrats","Kd",11520,50,4.884,2014-09-01,2014,4509.75,2.333,4.667,2.333,3,3,2,2.5,4.333,7.667,7.667,7.667,6.5,7.667,0.0566059096569682,3,4,3,3,3,1,3,4,7,7,7,6,7,2,7,3,4,4,3,2,7,8,8,8,7,8,2,3,1,2,2,,,2,8,8,8,,8
"11520_201809","Sweden","Christian Democrats","Kd",11520,50,-12.712,2018-09-01,2018,1315.5,4.333,4.667,3.333,4,4.333,3.5,5,5,6.667,6.333,6.333,7,6.667,0.111111111111111,4,5,3,4,4,3,5,3,6,6,6,,6,6,7,5,6,6,4,6,7,7,7,6,,7,3,2,2,2,3,,4,,7,6,7,7,7
